"index","importance","stddev","p_value","n","p99_high","p99_low"
"stats_MOVE_CACM_UNK_x","0.6357810700387745","0","0","1","0","0"
"ades_p01i","0.6286657385408034","0","0","1","0","0"
"ades_skyc3","0.622360950717848","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_x","0.6201514652279911","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_x","0.6015590533352224","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_x","0.5972944594986984","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_y","0.5914853608223893","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_x","0.5530775309275668","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_x","0.5530238174592341","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_y","0.5445749315322246","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_y","0.5318403823280278","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_y","0.49289242091845153","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_x","0.4725766838114396","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_y","0.4573516298587492","0","0","1","0","0"
"runway_ades_length_ft","0.4334349100381587","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_x","0.4252551435906753","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_y","0.4208567654700346","0","0","1","0","0"
"fuel_price_adep","0.4180441061412239","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_y","0.4110606763406395","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_y","0.3890110705110601","0","0","1","0","0"
"ades_skyl4","0.32181747459617327","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_x","0.3033411308470022","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_y","0.26613917777331153","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_x","0.2463011261329484","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_x","0.2146533480904509","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_y","0.13947784192714607","0","0","1","0","0"
"ades_gust","0.1285955003077106","0","0","1","0","0"
"ades_type","0.10425699969209745","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_y","0.0917544442218059","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_y","0.07603241033757513","0","0","1","0","0"
"ades_skyc4","0.06550364147369692","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_x","0.039642712506520184","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_y","0.03693652243964607","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by manufacturing, construction and non-fuel mining industry_x","0","0","0","1","0","0"
"adep_local_offblock_time","0","0","0","1","0","0"
"ades_local_arrival_time","0","0","0","1","0","0"
"runway_ades_le_elevation_ft","-0.02178172377170995","0","0","1","0","0"
"ades_skyl3","-0.10388672483941264","0","0","1","0","0"
"Cost Index","-5.51477382927078","0","0","1","0","0"
"wtc","43489.19981378536","0","0","1","0","0"
"airline_aircraft","9430.367319674351","0","0","1","0","0"
"aircraft_type","4906.031613761119","0","0","1","0","0"
"MLW","1484.0319804402916","0","0","1","0","0"
"route","1423.5880061555026","0","0","1","0","0"
"MTOW","1250.2340635079681","0","0","1","0","0"
"Service Ceiling(ft)","972.6952080378514","0","0","1","0","0"
"flight_duration","611.8684433238186","0","0","1","0","0"
"callsign","472.36555877649835","0","0","1","0","0"
"flown_distance","426.44457566234405","0","0","1","0","0"
"route_distance_mi","381.2572503512074","0","0","1","0","0"
"route_distance_km","340.62553628337764","0","0","1","0","0"
"Fuel Capacity","335.62675311147177","0","0","1","0","0"
"air_time_hours","305.8631593762084","0","0","1","0","0"
"Seats Economy_Comfort_Class","300.76276266513514","0","0","1","0","0"
"ramp_to_ramp_hours","288.9893267070329","0","0","1","0","0"
"ZFW","225.81319088599457","0","0","1","0","0"
"arrival_time","161.85594672027673","0","0","1","0","0"
"Fuel Flow","128.7342110187069","0","0","1","0","0"
"valid","128.419564795699","0","0","1","0","0"
"takeoff_time","117.770626008612","0","0","1","0","0"
"onblock_time","97.09780751623657","0","0","1","0","0"
"is_long_distance_flight","91.27392511770631","0","0","1","0","0"
"ades","80.83595899151715","0","0","1","0","0"
"actual_offblock_time","69.76991175102785","0","0","1","0","0"
"adep","66.70965680111158","0","0","1","0","0"
"adep_city","64.22942491899767","0","0","1","0","0"
"ades_city","64.0411195630204","0","0","1","0","0"
"date","59.841139409653806","0","0","1","0","0"
"ades_region","59.54444933264267","0","0","1","0","0"
"Seats Business_Class","59.10321326052417","0","0","1","0","0"
"Cargo Capacity","57.05761831673453","0","0","1","0","0"
"airline","53.74355554559497","0","0","1","0","0"
"is_week_day","45.65763510306124","0","0","1","0","0"
"week","40.24702607776908","0","0","1","0","0"
"Range(nm)","37.895852082118836","0","0","1","0","0"
"Cruising Speed(mach)","36.042353340777936","0","0","1","0","0"
"day_of_week","33.53722616986306","0","0","1","0","0"
"runway_adep_le_displaced_threshold_ft","32.89003266347845","0","0","1","0","0"
"country_code_adep","32.5915993057024","0","0","1","0","0"
"Seats Total","31.461120044522886","0","0","1","0","0"
"adep_tz","31.23154438559186","0","0","1","0","0"
"ades_tz","30.735403551610943","0","0","1","0","0"
"day","25.13250726166416","0","0","1","0","0"
"country_code_ades","24.12382156297417","0","0","1","0","0"
"Seats First_Class","18.17123227284128","0","0","1","0","0"
"fuel_price_ades","16.8111716070257","0","0","1","0","0"
"ades_skyc1","15.910276022506878","0","0","1","0","0"
"adep_region","14.835024846882789","0","0","1","0","0"
"Seats Premium_Economy_Class","12.829316991568248","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_x","12.827453932934986","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_y","11.730853607288736","0","0","1","0","0"
"month","11.546937271013121","0","0","1","0","0"
"Seats Economy_Class","10.668056226653789","0","0","1","0","0"
"ades_alti","10.033759075932267","0","0","1","0","0"
"stats_PAS_PAS_CRD_TOTAL_y","8.75187867957402","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_x","8.680568965042767","0","0","1","0","0"
"ades_tmpf","8.661554791016442","0","0","1","0","0"
"ades_dwpf","8.573488691400144","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_x","8.355797616529344","0","0","1","0","0"
"stats_PAS_PAS_TRS_TOTAL_x","8.310619682131346","0","0","1","0","0"
"ades_wxcodes","8.2545297632646","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_y","7.837688241765591","0","0","1","0","0"
"ades_continent","7.761594152590533","0","0","1","0","0"
"ades_relh","7.6954513124128425","0","0","1","0","0"
"ades_drct","7.197747868854549","0","0","1","0","0"
"runway_ades_le_displaced_threshold_ft","6.930179539765504","0","0","1","0","0"
"stats_MOVE_ACM_TOTAL_y","6.7499281637769855","0","0","1","0","0"
"taxiout_time","6.359975042560109","0","0","1","0","0"
"ades_skyl1","5.811414304039317","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_x","5.752296620861216","0","0","1","0","0"
"stats_T_FRM_LD_NLD_TOTAL_x","5.475788273533453","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_y","5.328332901925933","0","0","1","0","0"
"stats_MOVE_CACM_TOTAL_y","4.965349609718487","0","0","1","0","0"
"runway_adep_he_displaced_threshold_ft","4.8321658353788735","0","0","1","0","0"
"runway_ades_he_displaced_threshold_ft","4.8057820986241495","0","0","1","0","0"
"ades_lon_y","4.634304825108757","0","0","1","0","0"
"adep_continent","4.558826574349496","0","0","1","0","0"
"ades_sknt","4.441733525015934","0","0","1","0","0"
"stats_PAS_PAS_TRF_TOTAL_y","4.346321048129994","0","0","1","0","0"
"ades_skyc2","3.9157833905669577","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_y","3.691887968737319","0","0","1","0","0"
"ades_feel","3.668315933771737","0","0","1","0","0"
"ades_skyl2","3.1996705722958723","0","0","1","0","0"
"quarter","3.1442014911121987","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_x","3.1057557543563235","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_x","2.4303666859836994","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Imports_y","2.3327279294549044","0","0","1","0","0"
"adep_lat","2.209304554300161","0","0","1","0","0"
"adep_lon","2.11760030671212","0","0","1","0","0"
"stats_MOVE_CACM_UNK_y","2.093548997513608","0","0","1","0","0"
"ades_lon_x","1.9840305244524643","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_y","1.8654710510922996","0","0","1","0","0"
"fuel_price_adep","1.7129639731806492","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_x","1.684417810701234","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_y","1.5778841938204096","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_x","1.4404134193860045","0","0","1","0","0"
"adep_elevation","1.3930386247852766","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_y","1.3818785927201134","0","0","1","0","0"
"ades_p01i","1.3258718269826204","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_y","1.3231059591416852","0","0","1","0","0"
"runway_adep_he_elevation_ft","1.3104758265676537","0","0","1","0","0"
"runway_adep_length_ft","1.2795317854929635","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by domestic aviation_y","1.1985068652597874","0","0","1","0","0"
"stats_MOVE_ACM_UNK_y","1.162322717239931","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_x","1.1536252704745493","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Transfers and recycled products_x","1.1401084781950885","0","0","1","0","0"
"ades_lat_x","1.074117244711033","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_y","1.0670710321214756","0","0","1","0","0"
"ades_elevation_y","1.064106054156582","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_x","1.0513364356352213","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_x","1.0110842463218432","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Final consumption_x","0.9719062616250085","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_x","0.9250075961845141","0","0","1","0","0"
"ades_lat_y","0.9011950588487707","0","0","1","0","0"
"adep_type","0.8594480500810278","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_x","0.8406738303888233","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_y","0.8278143392367383","0","0","1","0","0"
"stats_MOVE_ACM_UNK_x","0.8211110196507434","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - International aviation bunkers_y","0.7988403913882394","0","0","1","0","0"
"ades_skyl3","0.7717182585561204","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_NEU_y","0.7469908747107183","0","0","1","0","0"
"stats_MOVE_CACM_UNK_x","0.700591325321966","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_x","0.6857400265134856","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Stock changes_x","0.6849815531913919","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_x","0.6619718516481043","0","0","1","0","0"
"stats_PAS_PAS_TRS_LIC_EU_x","0.6595320642800289","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Production_x","0.6262259359546078","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_y","0.5971161669722278","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_x","0.5247356000086256","0","0","1","0","0"
"stats_PAS_PAS_CRD_UNK_y","0.5241220409320704","0","0","1","0","0"
"runway_adep_le_elevation_ft","0.5054311829339895","0","0","1","0","0"
"runway_ades_he_elevation_ft","0.4970453604787508","0","0","1","0","0"
"ades_skyc3","0.48789211433950186","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Total energy supply_y","0.46945491203405254","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_NEU_x","0.46134740496518134","0","0","1","0","0"
"stats_MOVE_ACM_LIC_NEU_y","0.4268995581328454","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by other_y","0.4230546903236245","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_x","0.4217351695715479","0","0","1","0","0"
"ades_vsby","0.3799594613960835","0","0","1","0","0"
"ades_elevation_x","0.371171287838024","0","0","1","0","0"
"stats_MOVE_ACM_LIC_EU_y","0.36433878170282696","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_NEU_y","0.3496693345582571","0","0","1","0","0"
"stats_MOVE_CACM_LIC_EU_x","0.3033665407629087","0","0","1","0","0"
"ades_skyl4","0.2924373600162653","0","0","1","0","0"
"runway_ades_le_elevation_ft","0.28852661584596717","0","0","1","0","0"
"stats_PAS_PAS_TRF_LIC_EU_y","0.27706674920182195","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_EU_y","0.2383102804169539","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_y","0.22810864794473673","0","0","1","0","0"
"stats_PAS_PAS_CRD_LIC_NEU_x","0.15082939354715563","0","0","1","0","0"
"ades_type","0.12148294659573367","0","0","1","0","0"
"stats_T_FRM_LD_NLD_LIC_EU_x","0.11572759697946822","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_x","0.11396280916915202","0","0","1","0","0"
"stats_MOVE_CACM_LIC_NEU_y","0.10429006021740861","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_y","0.0647108177845439","0","0","1","0","0"
"stats_PAS_PAS_TRF_UNK_x","0.035037898754580965","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_y","0.027304683019337972","0","0","1","0","0"
"stats_T_FRM_LD_NLD_UNK_y","0.007463159035978606","0","0","1","0","0"
"ades_skyc4","0.002306437258994265","0","0","1","0","0"
"ades_local_arrival_time","0","0","0","1","0","0"
"adep_local_offblock_time","0","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Consumption by manufacturing, construction and non-fuel mining industry_x","0","0","0","1","0","0"
"ades_gust","-0.015180533579496114","0","0","1","0","0"
"stats_PAS_PAS_TRS_UNK_x","-0.03513538021979912","0","0","1","0","0"
"Quantity_Kerosene-type Jet Fuel - Exports_x","-0.19013484811148373","0","0","1","0","0"
"runway_ades_length_ft","-0.7518473671084394","0","0","1","0","0"
"Cost Index","-3.6850417920772998","0","0","1","0","0"
